,,,,,,,,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
YOA_2022,623,6107,TRI00012,Ex Cat,Open Market,CAD,Gross Net Premium,"-2,513",0,0,0,0,0,"-1,194",0,0,0,0,0
YOA_2022,623,6107,TRI00012,Ex Cat,Open Market,CAD,External Brokerage,397,0,0,0,0,0,189,0,0,0,0,0
YOA_2022,623,6107,TRI00012,Ex Cat,Open Market,CAD,Gross Gross Premium,"-2,910",0,0,0,0,0,"-1,383",0,0,0,0,0
YOA_2022,623,6107,TRI00012,Ex Cat,Open Market,USD,Gross Net Premium,"-85,623",0,0,"-30,677","-28,518","-16,188","-110,608",0,"1,025","1,025","1,025","-10,215"
YOA_2022,623,6107,TRI00012,Ex Cat,Open Market,USD,External Brokerage,"13,535",0,0,"4,849","4,508","2,559","17,485",0,-162,-162,-162,"1,615"
YOA_2022,623,6107,TRI00012,Ex Cat,Open Market,USD,Gross Gross Premium,"-99,159",0,0,"-35,526","-33,026","-18,746","-128,093",0,"1,187","1,187","1,187","-11,830"
YOA_2022,623,6107,714,BUSA TMB US Info Sec,Open Market,USD,Gross Net Premium,"-81,650","-62,780","-119,384","-102,446","-134,679","-140,745","-170,266","-83,280","-113,110","-179,461","-105,942","-144,517"
YOA_2022,623,6107,714,BUSA TMB US Info Sec,Open Market,USD,External Brokerage,"8,685","6,677","12,698","10,896","14,325","14,970","18,110","8,858","12,031","19,088","11,268","15,371"
YOA_2022,623,6107,714,BUSA TMB US Info Sec,Open Market,USD,Gross Gross Premium,"-90,335","-69,457","-132,082","-113,342","-149,004","-155,715","-188,376","-92,138","-125,140","-198,549","-117,210","-159,889"
YOA_2022,623,6107,721,TMB UK Info Sec,Open Market,USD,Gross Net Premium,"-6,396","-8,415","-27,538","-42,672","-84,215","-71,597","-284,393","-44,309","-35,575","-64,471","-118,230","-91,914"
YOA_2022,623,6107,721,TMB UK Info Sec,Open Market,USD,External Brokerage,947,"1,246","4,079","6,321","12,475","10,606","42,128","6,564","5,270","9,550","17,514","13,616"
YOA_2022,623,6107,721,TMB UK Info Sec,Open Market,USD,Gross Gross Premium,"-7,343","-9,661","-31,618","-48,993","-96,690","-82,204","-326,521","-50,873","-40,845","-74,021","-135,744","-105,529"
YOA_2022,623,6107,732,BUSA BBR Services MM,Open Market,USD,Gross Net Premium,"-44,072","-21,693","-41,363","-57,748","-40,173","-45,756","-81,816","-45,481","-48,355","-72,577","-38,093","-48,985"
YOA_2022,623,6107,732,BUSA BBR Services MM,Open Market,USD,External Brokerage,"7,889","3,883","7,404","10,337","7,191","8,190","14,645","8,141","8,655","12,991","6,819","8,768"
YOA_2022,623,6107,732,BUSA BBR Services MM,Open Market,USD,Gross Gross Premium,"-51,960","-25,576","-48,767","-68,085","-47,363","-53,947","-96,461","-53,622","-57,011","-85,568","-44,912","-57,753"
YOA_2022,623,6107,737,BBR Services (exc PE),Delegated,USD,Gross Net Premium,0,0,0,0,0,0,0,0,"3,950","18,003","11,195","-124,825"
YOA_2022,623,6107,737,BBR Services (exc PE),Delegated,USD,Gross Gross Premium,0,0,0,0,0,0,0,0,"3,950","18,003","11,195","-124,825"
YOA_2022,623,6107,737,BBR Services (exc PE),Open Market,GBP,Gross Net Premium,0,0,0,0,0,0,0,-10,0,10,0,0
YOA_2022,623,6107,737,BBR Services (exc PE),Open Market,GBP,External Brokerage,0,0,0,0,0,0,0,2,0,-2,0,0
YOA_2022,623,6107,737,BBR Services (exc PE),Open Market,GBP,Gross Gross Premium,0,0,0,0,0,0,0,-13,0,13,0,0
YOA_2022,623,6107,737,BBR Services (exc PE),Open Market,USD,Gross Net Premium,"-17,072","-6,180","-6,426","-3,970","-12,830","-4,871","-48,702","-8,470","18,689","25,681","-7,100","19,271"
YOA_2022,623,6107,737,BBR Services (exc PE),Open Market,USD,External Brokerage,"3,846","1,392","1,448",894,"2,890","1,097","10,972","1,908","-4,210","-5,785","1,599","-4,341"
YOA_2022,623,6107,737,BBR Services (exc PE),Open Market,USD,Gross Gross Premium,"-20,918","-7,572","-7,874","-4,864","-15,720","-5,969","-59,674","-10,378","22,900","31,466","-8,699","23,612"
YOA_2022,623,6107,742,BBR Services Int (Exc PE),Delegated,GBP,Gross Net Premium,0,0,0,0,0,-141,0,0,0,145,0,84
YOA_2022,623,6107,742,BBR Services Int (Exc PE),Delegated,GBP,External Brokerage,0,0,0,0,0,66,0,0,0,-68,0,-40
YOA_2022,623,6107,742,BBR Services Int (Exc PE),Delegated,GBP,Gross Gross Premium,0,0,0,0,0,-207,0,0,0,213,0,124
YOA_2022,623,6107,742,BBR Services Int (Exc PE),Delegated,EUR,Gross Net Premium,-449,0,0,0,-368,-355,0,0,0,0,0,0
YOA_2022,623,6107,742,BBR Services Int (Exc PE),Delegated,EUR,External Brokerage,211,0,0,0,173,167,0,0,0,0,0,0
YOA_2022,623,6107,742,BBR Services Int (Exc PE),Delegated,EUR,Gross Gross Premium,-660,0,0,0,-540,-522,0,0,0,0,0,0
YOA_2022,623,6107,742,BBR Services Int (Exc PE),Delegated,USD,Gross Net Premium,"-20,184",0,0,"-1,609",0,0,0,0,0,123,182,0
YOA_2022,623,6107,742,BBR Services Int (Exc PE),Delegated,USD,External Brokerage,"9,498",0,0,757,0,0,0,0,0,-58,-86,0
YOA_2022,623,6107,742,BBR Services Int (Exc PE),Delegated,USD,Gross Gross Premium,"-29,682",0,0,"-2,366",0,0,0,0,0,181,268,0
YOA_2022,623,6107,742,BBR Services Int (Exc PE),Open Market,GBP,Gross Net Premium,-267,-207,-963,"-1,201","-1,855","-1,151","-1,962",-773,-649,-988,-139,"-1,104"
YOA_2022,623,6107,742,BBR Services Int (Exc PE),Open Market,GBP,External Brokerage,23,18,84,105,162,100,171,67,57,86,12,96
YOA_2022,623,6107,742,BBR Services Int (Exc PE),Open Market,GBP,Gross Gross Premium,-291,-225,"-1,047","-1,306","-2,017","-1,251","-2,133",-840,-705,"-1,074",-151,"-1,200"
YOA_2022,623,6107,742,BBR Services Int (Exc PE),Open Market,EUR,Gross Net Premium,-118,0,0,-260,-662,0,"-1,192",0,-444,-377,-260,-176
YOA_2022,623,6107,742,BBR Services Int (Exc PE),Open Market,EUR,External Brokerage,10,0,0,23,58,0,104,0,39,33,23,15
YOA_2022,623,6107,742,BBR Services Int (Exc PE),Open Market,EUR,Gross Gross Premium,-129,0,0,-282,-720,0,"-1,296",0,-482,-410,-282,-191
YOA_2022,623,6107,742,BBR Services Int (Exc PE),Open Market,CAD,Gross Net Premium,"-1,254",-435,-420,"-2,454","-10,581","-3,033","-5,433","-2,374","-3,262","-2,830","-1,693","-1,717"
YOA_2022,623,6107,742,BBR Services Int (Exc PE),Open Market,CAD,External Brokerage,109,38,37,214,922,264,474,207,284,247,148,150
YOA_2022,623,6107,742,BBR Services Int (Exc PE),Open Market,CAD,Gross Gross Premium,"-1,363",-473,-457,"-2,668","-11,503","-3,297","-5,907","-2,581","-3,546","-3,077","-1,841","-1,867"
YOA_2022,623,6107,742,BBR Services Int (Exc PE),Open Market,USD,Gross Net Premium,"-2,159",-219,-87,-195,-710,0,-948,-9,-390,-314,"-2,765",-995
YOA_2022,623,6107,742,BBR Services Int (Exc PE),Open Market,USD,External Brokerage,188,19,8,17,62,0,83,1,34,27,241,87
YOA_2022,623,6107,742,BBR Services Int (Exc PE),Open Market,USD,Gross Gross Premium,"-2,347",-238,-95,-212,-771,0,"-1,031",-9,-424,-341,"-3,006","-1,082"
YOA_2022,623,6107,744,TMB LargeRisk Int InfoSec,Delegated,GBP,Gross Net Premium,0,0,0,0,0,0,0,0,0,0,-245,0
YOA_2022,623,6107,744,TMB LargeRisk Int InfoSec,Delegated,GBP,External Brokerage,0,0,0,0,0,0,0,0,0,0,79,0
YOA_2022,623,6107,744,TMB LargeRisk Int InfoSec,Delegated,GBP,Gross Gross Premium,0,0,0,0,0,0,0,0,0,0,-323,0
YOA_2022,623,6107,744,TMB LargeRisk Int InfoSec,Delegated,EUR,Gross Net Premium,-585,0,0,0,0,0,0,0,0,0,0,0
YOA_2022,623,6107,744,TMB LargeRisk Int InfoSec,Delegated,EUR,External Brokerage,188,0,0,0,0,0,0,0,0,0,0,0
YOA_2022,623,6107,744,TMB LargeRisk Int InfoSec,Delegated,EUR,Gross Gross Premium,-773,0,0,0,0,0,0,0,0,0,0,0
YOA_2022,623,6107,744,TMB LargeRisk Int InfoSec,Delegated,CAD,Gross Net Premium,0,0,0,0,0,0,0,0,0,0,"-5,236",0
YOA_2022,623,6107,744,TMB LargeRisk Int InfoSec,Delegated,CAD,External Brokerage,0,0,0,0,0,0,0,0,0,0,"1,683",0
YOA_2022,623,6107,744,TMB LargeRisk Int InfoSec,Delegated,CAD,Gross Gross Premium,0,0,0,0,0,0,0,0,0,0,"-6,919",0
YOA_2022,623,6107,744,TMB LargeRisk Int InfoSec,Delegated,USD,Gross Net Premium,"-43,711",0,0,0,0,0,"-4,050",0,0,0,0,"-5,206"
YOA_2022,623,6107,744,TMB LargeRisk Int InfoSec,Delegated,USD,External Brokerage,"14,046",0,0,0,0,0,"1,301",0,0,0,0,"1,673"
YOA_2022,623,6107,744,TMB LargeRisk Int InfoSec,Delegated,USD,Gross Gross Premium,"-57,757",0,0,0,0,0,"-5,351",0,0,0,0,"-6,879"
YOA_2022,623,6107,744,TMB LargeRisk Int InfoSec,Open Market,GBP,Gross Net Premium,"-11,696","-11,558","-8,585","-20,701","-15,571","-10,545","-27,818","-5,481","-28,292","-5,514","-26,582","-21,209"
YOA_2022,623,6107,744,TMB LargeRisk Int InfoSec,Open Market,GBP,External Brokerage,"1,293","1,278",949,"2,289","1,721","1,166","3,075",606,"3,128",610,"2,939","2,345"
YOA_2022,623,6107,744,TMB LargeRisk Int InfoSec,Open Market,GBP,Gross Gross Premium,"-12,989","-12,836","-9,534","-22,989","-17,292","-11,710","-30,893","-6,087","-31,420","-6,123","-29,520","-23,554"
YOA_2022,623,6107,744,TMB LargeRisk Int InfoSec,Open Market,EUR,Gross Net Premium,"-25,712",0,"-1,125","-48,592",0,"-20,451","-21,014","-1,980",-450,"-13,582","-18,844","-17,366"
YOA_2022,623,6107,744,TMB LargeRisk Int InfoSec,Open Market,EUR,External Brokerage,"2,843",0,124,"5,372",0,"2,261","2,323",219,50,"1,502","2,083","1,920"
YOA_2022,623,6107,744,TMB LargeRisk Int InfoSec,Open Market,EUR,Gross Gross Premium,"-28,555",0,"-1,249","-53,964",0,"-22,712","-23,337","-2,199",-500,"-15,084","-20,927","-19,286"
YOA_2022,623,6107,744,TMB LargeRisk Int InfoSec,Open Market,CAD,Gross Net Premium,"-11,323","-6,314","-5,391","-18,456","-23,011","-8,864","-30,483","-1,800","-36,144","-12,872","-17,777","-24,676"
YOA_2022,623,6107,744,TMB LargeRisk Int InfoSec,Open Market,CAD,External Brokerage,"1,252",698,596,"2,040","2,544",980,"3,370",199,"3,996","1,423","1,965","2,728"
YOA_2022,623,6107,744,TMB LargeRisk Int InfoSec,Open Market,CAD,Gross Gross Premium,"-12,575","-7,012","-5,986","-20,497","-25,555","-9,844","-33,853","-1,999","-40,139","-14,295","-19,742","-27,404"
YOA_2022,623,6107,744,TMB LargeRisk Int InfoSec,Open Market,USD,Gross Net Premium,"-84,871","-5,610","-46,163","-48,879","-44,492","-29,984","-61,807","-51,847","-23,961","-49,143","-47,688","-34,520"
YOA_2022,623,6107,744,TMB LargeRisk Int InfoSec,Open Market,USD,External Brokerage,"9,383",620,"5,103","5,404","4,919","3,315","6,833","5,732","2,649","5,433","5,272","3,816"
YOA_2022,623,6107,744,TMB LargeRisk Int InfoSec,Open Market,USD,Gross Gross Premium,"-94,253","-6,231","-51,267","-54,283","-49,411","-33,299","-68,640","-57,579","-26,610","-54,576","-52,960","-38,337"
YOA_2022,623,6107,763,BUSA US InfoSec MM BBR,Open Market,USD,Gross Net Premium,"-114,582","-57,060","-100,933","-151,618","-104,293","-119,716","-213,361","-117,011","-127,293","-188,770","-99,471","-128,145"
YOA_2022,623,6107,763,BUSA US InfoSec MM BBR,Open Market,USD,External Brokerage,"20,507","10,212","18,064","27,135","18,665","21,426","38,185","20,942","22,782","33,784","17,802","22,934"
YOA_2022,623,6107,763,BUSA US InfoSec MM BBR,Open Market,USD,Gross Gross Premium,"-135,088","-67,273","-118,997","-178,753","-122,959","-141,142","-251,546","-137,953","-150,074","-222,554","-117,273","-151,079"
YOA_2022,623,6107,765,TMB UK InfoSec MM BBR,Delegated,USD,Gross Net Premium,0,0,0,0,0,0,0,0,"10,293","48,455","31,889","-333,637"
YOA_2022,623,6107,765,TMB UK InfoSec MM BBR,Delegated,USD,Gross Gross Premium,0,0,0,0,0,0,0,0,"10,293","48,455","31,889","-333,637"
YOA_2022,623,6107,765,TMB UK InfoSec MM BBR,Open Market,GBP,Gross Net Premium,0,0,0,0,0,-413,0,0,0,0,0,0
YOA_2022,623,6107,765,TMB UK InfoSec MM BBR,Open Market,GBP,External Brokerage,0,0,0,0,0,93,0,0,0,0,0,0
YOA_2022,623,6107,765,TMB UK InfoSec MM BBR,Open Market,GBP,Gross Gross Premium,0,0,0,0,0,-507,0,0,0,0,0,0
YOA_2022,623,6107,765,TMB UK InfoSec MM BBR,Open Market,EUR,Gross Net Premium,0,0,0,0,0,0,0,0,0,"2,085",0,0
YOA_2022,623,6107,765,TMB UK InfoSec MM BBR,Open Market,EUR,External Brokerage,0,0,0,0,0,0,0,0,0,-469,0,0
YOA_2022,623,6107,765,TMB UK InfoSec MM BBR,Open Market,EUR,Gross Gross Premium,0,0,0,0,0,0,0,0,0,"2,555",0,0
YOA_2022,623,6107,765,TMB UK InfoSec MM BBR,Open Market,USD,Gross Net Premium,"-45,007","-16,292","-17,148","-11,105","-20,667","-12,842","-127,546","-22,330","43,452","59,236","-20,115","54,066"
YOA_2022,623,6107,765,TMB UK InfoSec MM BBR,Open Market,USD,External Brokerage,"10,133","3,668","3,861","2,500","4,653","2,891","28,715","5,027","-9,783","-13,336","4,529","-12,172"
YOA_2022,623,6107,765,TMB UK InfoSec MM BBR,Open Market,USD,Gross Gross Premium,"-55,140","-19,960","-21,009","-13,605","-25,320","-15,734","-156,261","-27,358","53,235","72,572","-24,644","66,238"
YOA_2022,623,6107,769,TMB INT InfoSec MM BBR,Delegated,GBP,Gross Net Premium,0,0,0,0,0,-372,0,0,0,264,0,153
YOA_2022,623,6107,769,TMB INT InfoSec MM BBR,Delegated,GBP,External Brokerage,0,0,0,0,0,172,0,0,0,-122,0,-71
YOA_2022,623,6107,769,TMB INT InfoSec MM BBR,Delegated,GBP,Gross Gross Premium,0,0,0,0,0,-544,0,0,0,386,0,224
YOA_2022,623,6107,769,TMB INT InfoSec MM BBR,Delegated,EUR,Gross Net Premium,"-1,183",0,0,0,-969,-936,0,0,0,0,0,0
YOA_2022,623,6107,769,TMB INT InfoSec MM BBR,Delegated,EUR,External Brokerage,548,0,0,0,449,434,0,0,0,0,0,0
YOA_2022,623,6107,769,TMB INT InfoSec MM BBR,Delegated,EUR,Gross Gross Premium,"-1,730",0,0,0,"-1,418","-1,370",0,0,0,0,0,0
YOA_2022,623,6107,769,TMB INT InfoSec MM BBR,Delegated,USD,Gross Net Premium,"-53,211",0,0,"-4,241",0,0,-139,0,0,0,-846,0
YOA_2022,623,6107,769,TMB INT InfoSec MM BBR,Delegated,USD,External Brokerage,"24,637",0,0,"1,964",0,0,64,0,0,0,392,0
YOA_2022,623,6107,769,TMB INT InfoSec MM BBR,Delegated,USD,Gross Gross Premium,"-77,849",0,0,"-6,205",0,0,-203,0,0,0,"-1,238",0
YOA_2022,623,6107,769,TMB INT InfoSec MM BBR,Open Market,GBP,Gross Net Premium,-705,-546,"-2,666","-3,167","-4,427","-2,801","-4,344","-2,039",-667,"-4,208",-421,"-2,663"
YOA_2022,623,6107,769,TMB INT InfoSec MM BBR,Open Market,GBP,External Brokerage,62,48,234,278,388,246,381,179,58,369,37,234
YOA_2022,623,6107,769,TMB INT InfoSec MM BBR,Open Market,GBP,Gross Gross Premium,-766,-594,"-2,900","-3,445","-4,815","-3,047","-4,725","-2,218",-725,"-4,578",-458,"-2,896"
YOA_2022,623,6107,769,TMB INT InfoSec MM BBR,Open Market,EUR,Gross Net Premium,-312,0,0,"-1,283","-1,745",0,"-2,060",0,-544,-926,-660,-417
YOA_2022,623,6107,769,TMB INT InfoSec MM BBR,Open Market,EUR,External Brokerage,27,0,0,113,153,0,181,0,48,81,58,37
YOA_2022,623,6107,769,TMB INT InfoSec MM BBR,Open Market,EUR,Gross Gross Premium,-340,0,0,"-1,396","-1,899",0,"-2,241",0,-592,"-1,007",-718,-454
YOA_2022,623,6107,769,TMB INT InfoSec MM BBR,Open Market,CAD,Gross Net Premium,"-3,306","-4,883","-1,108","-6,471","-27,895","-7,996","-14,325","-6,260","-8,067","-6,999","-4,187","-6,858"
YOA_2022,623,6107,769,TMB INT InfoSec MM BBR,Open Market,CAD,External Brokerage,290,428,97,567,"2,446",701,"1,256",549,707,614,367,601
YOA_2022,623,6107,769,TMB INT InfoSec MM BBR,Open Market,CAD,Gross Gross Premium,"-3,596","-5,311","-1,205","-7,038","-30,342","-8,697","-15,581","-6,809","-8,774","-7,613","-4,554","-7,459"
YOA_2022,623,6107,769,TMB INT InfoSec MM BBR,Open Market,USD,Gross Net Premium,"-4,434",-578,"-3,984",-515,"-1,381",0,"-2,561",-23,-958,-296,"-3,770","-2,431"
YOA_2022,623,6107,769,TMB INT InfoSec MM BBR,Open Market,USD,External Brokerage,389,51,349,45,121,0,225,2,84,26,331,213
YOA_2022,623,6107,769,TMB INT InfoSec MM BBR,Open Market,USD,Gross Gross Premium,"-4,823",-629,"-4,333",-560,"-1,503",0,"-2,786",-25,"-1,042",-322,"-4,101","-2,644"
YOA_2022,623,6107,766,BUSA MM Large Risk Cyber,Open Market,USD,Gross Net Premium,"-5,974",0,0,0,0,0,0,0,0,"-10,328","-9,000",0
YOA_2022,623,6107,766,BUSA MM Large Risk Cyber,Open Market,USD,External Brokerage,587,0,0,0,0,0,0,0,0,"1,015",884,0
YOA_2022,623,6107,766,BUSA MM Large Risk Cyber,Open Market,USD,Gross Gross Premium,"-6,561",0,0,0,0,0,0,0,0,"-11,343","-9,885",0
YOA_2022,623,6107,768,TMB Large Risk Cyber,Open Market,USD,Gross Net Premium,0,"-29,732",0,0,"-21,898",0,"-15,811","-10,125","-13,478","-30,925","-33,973",0
YOA_2022,623,6107,768,TMB Large Risk Cyber,Open Market,USD,External Brokerage,0,"2,428",0,0,"1,788",0,"1,291",827,"1,101","2,526","2,775",0
YOA_2022,623,6107,768,TMB Large Risk Cyber,Open Market,USD,Gross Gross Premium,0,"-32,160",0,0,"-23,687",0,"-17,103","-10,952","-14,578","-33,451","-36,747",0
YOA_2022,623,6107,770,TMB INT Large Risk Cyber,Delegated,USD,Gross Net Premium,0,0,0,0,0,0,0,0,833,"-4,362","3,529",0
YOA_2022,623,6107,770,TMB INT Large Risk Cyber,Delegated,USD,External Brokerage,0,0,0,0,0,0,0,0,-110,574,-464,0
YOA_2022,623,6107,770,TMB INT Large Risk Cyber,Delegated,USD,Gross Gross Premium,0,0,0,0,0,0,0,0,943,"-4,936","3,993",0
YOA_2022,623,6107,770,TMB INT Large Risk Cyber,Open Market,GBP,Gross Net Premium,0,0,"-7,871",0,0,0,0,"-23,710",0,0,"-16,552",0
YOA_2022,623,6107,770,TMB INT Large Risk Cyber,Open Market,GBP,External Brokerage,0,0,294,0,0,0,0,885,0,0,618,0
YOA_2022,623,6107,770,TMB INT Large Risk Cyber,Open Market,GBP,Gross Gross Premium,0,0,"-8,164",0,0,0,0,"-24,595",0,0,"-17,170",0
YOA_2022,623,6107,770,TMB INT Large Risk Cyber,Open Market,USD,Gross Net Premium,0,-108,0,0,0,0,-459,0,"-6,526",-877,"-4,772",0
YOA_2022,623,6107,770,TMB INT Large Risk Cyber,Open Market,USD,External Brokerage,0,4,0,0,0,0,17,0,244,33,178,0
YOA_2022,623,6107,770,TMB INT Large Risk Cyber,Open Market,USD,Gross Gross Premium,0,-112,0,0,0,0,-476,0,"-6,769",-910,"-4,950",0
YOA_2022,2623,6107,723,BUSA TMB PE US Info Sec,Open Market,USD,Gross Net Premium,"-247,801","-137,050","-227,106","-241,959","-237,120","-252,134","-380,166","-180,232","-184,068","-172,272","-138,848","-147,410"
YOA_2022,2623,6107,723,BUSA TMB PE US Info Sec,Open Market,USD,External Brokerage,"60,705","33,574","55,635","59,274","58,088","61,766","93,131","44,152","45,092","42,202","34,014","36,112"
YOA_2022,2623,6107,723,BUSA TMB PE US Info Sec,Open Market,USD,Gross Gross Premium,"-308,506","-170,623","-282,741","-301,232","-295,208","-313,900","-473,296","-224,384","-229,160","-214,474","-172,862","-183,522"
YOA_2022,2623,6107,TRI00004,Cat,Open Market,GBP,Gross Net Premium,"-151,389",0,0,"-1,255,571",0,"-518,694","-517,377","-18,229",0,"-115,412",0,0
YOA_2022,2623,6107,TRI00004,Cat,Open Market,GBP,External Brokerage,"21,193",0,0,"175,768",0,"72,612","72,428","2,552",0,"16,157",0,0
YOA_2022,2623,6107,TRI00004,Cat,Open Market,GBP,Gross Gross Premium,"-172,582",0,0,"-1,431,339",0,"-591,307","-589,805","-20,780",0,"-131,569",0,0
YOA_2022,2623,6107,TRI00004,Cat,Open Market,EUR,Gross Net Premium,"-1,684,894",0,0,0,0,0,"-25,458",0,0,0,0,0
YOA_2022,2623,6107,TRI00004,Cat,Open Market,EUR,External Brokerage,"235,870",0,0,0,0,0,"3,564",0,0,0,0,0
YOA_2022,2623,6107,TRI00004,Cat,Open Market,EUR,Gross Gross Premium,"-1,920,764",0,0,0,0,0,"-29,022",0,0,0,0,0
YOA_2022,2623,6107,TRI00004,Cat,Open Market,CAD,Gross Net Premium,"-1,708,224",0,0,"-10,433",0,0,"-40,575",0,"-60,823",0,0,0
YOA_2022,2623,6107,TRI00004,Cat,Open Market,CAD,External Brokerage,"239,136",0,0,"1,460",0,0,"5,680",0,"8,515",0,0,0
YOA_2022,2623,6107,TRI00004,Cat,Open Market,CAD,Gross Gross Premium,"-1,947,360",0,0,"-11,893",0,0,"-46,255",0,"-69,338",0,0,0
YOA_2022,2623,6107,TRI00004,Cat,Open Market,USD,Gross Net Premium,"-6,711,785","-58,667","-207,356","-697,266","-666,585","-4,825,075","-2,605,844","-14,866","-113,336","-378,597","18,319","-36,831"
YOA_2022,2623,6107,TRI00004,Cat,Open Market,USD,External Brokerage,"939,589","8,213","29,028","97,611","93,316","675,467","364,794","2,081","15,866","53,000","-2,564","5,156"
YOA_2022,2623,6107,TRI00004,Cat,Open Market,USD,Gross Gross Premium,"-7,651,373","-66,880","-236,384","-794,877","-759,901","-5,500,542","-2,970,638","-16,947","-129,202","-431,597","20,884","-41,987"
YOA_2022,2623,6107,TRI00012,Ex Cat,Open Market,GBP,Gross Net Premium,"-95,541",0,0,"-188,464",0,0,0,0,0,0,0,0
YOA_2022,2623,6107,TRI00012,Ex Cat,Open Market,GBP,External Brokerage,"15,103",0,0,"29,792",0,0,0,0,0,0,0,0
YOA_2022,2623,6107,TRI00012,Ex Cat,Open Market,GBP,Gross Gross Premium,"-110,644",0,0,"-218,256",0,0,0,0,0,0,0,0
YOA_2022,2623,6107,TRI00012,Ex Cat,Open Market,EUR,Gross Net Premium,0,0,0,"-15,382",0,0,0,0,0,0,0,0
YOA_2022,2623,6107,TRI00012,Ex Cat,Open Market,EUR,External Brokerage,0,0,0,"2,432",0,0,0,0,0,0,0,0
YOA_2022,2623,6107,TRI00012,Ex Cat,Open Market,EUR,Gross Gross Premium,0,0,0,"-17,813",0,0,0,0,0,0,0,0
YOA_2022,2623,6107,TRI00012,Ex Cat,Open Market,CAD,Gross Net Premium,"-11,446",0,0,0,0,0,"-5,441",0,0,0,0,0
YOA_2022,2623,6107,TRI00012,Ex Cat,Open Market,CAD,External Brokerage,"1,809",0,0,0,0,0,860,0,0,0,0,0
YOA_2022,2623,6107,TRI00012,Ex Cat,Open Market,CAD,Gross Gross Premium,"-13,256",0,0,0,0,0,"-6,301",0,0,0,0,0
